Houston,26.1
San Antonio,22.0
Phoenix,21.7
San Antonio,33.7
Dallas,8.9
San Diego,19.0
Los Angeles,10.5
Philadelphia,11.5
Chicago,-9.9
New York,24.4
Phoenix,28.0
San Diego,26.1
San Jose,5.2
Houston,5.5
San Antonio,25.6
Chicago,3.5
Los Angeles,22.3
New York,19.7
San Jose,24.2
San Jose,28.6
San Diego,14.7
San Diego,16.4
New York,-0.5
Philadelphia,7.4
San Diego,24.9
San Antonio,11.4
Houston,16.9
Dallas,25.4
Chicago,19.4
Phoenix,26.8
Houston,22.7
Houston,7.2
Dallas,9.8
Philadelphia,1.7
Houston,6.6
Phoenix,21.1
Chicago,9.5
Houston,22.3
Chicago,7.9
San Antonio,13.5
San Diego,15.9
San Diego,16.3
Dallas,3.5
San Jose,13.7
San Jose,28.9
Phoenix,37.9
Los Angeles,31.4
Phoenix,25.5
Houston,33.0
Dallas,19.1
San Antonio,16.5
Houston,34.7
Los Angeles,34.4
New York,21.3
Philadelphia,18.8
Philadelphia,2.3
New York,2.1
San Diego,26.1
San Diego,26.8
San Antonio,26.4
San Jose,28.2
Chicago,17.7
Philadelphia,24.7
New York,21.6
Chicago,12.8
Houston,19.3
San Jose,20.7
New York,5.7
Philadelphia,1.1
Chicago,24.5
Houston,34.3
New York,14.6
New York,29.6
Dallas,6.9
San Antonio,15.4
Phoenix,17.3
Houston,28.7
San Antonio,20.0
San Antonio,11.5
San Diego,19.7
Phoenix,21.5
San Jose,22.2
Houston,5.4
Philadelphia,7.9
San Antonio,11.9
San Jose,9.4
San Jose,20.5
Dallas,23.0
Phoenix,31.0
New York,12.8
Houston,20.3
Houston,9.7
Chicago,23.2
San Diego,14.5
Chicago,15.3
Philadelphia,2.3
San Diego,15.9
New York,29.2
Philadelphia,22.4
Phoenix,39.2
New York,1.5
San Antonio,30.1
San Antonio,15.8
Chicago,-2.9
New York,25.7
Houston,25.5
San Diego,28.1
Dallas,25.9
Los Angeles,29.8
Houston,19.0
San Diego,28.0
San Jose,26.1
San Antonio,25.4
San Jose,15.5
Phoenix,28.0
Dallas,15.6
Dallas,3.6
Phoenix,25.9
Chicago,13.6
Phoenix,35.8
Los Angeles,11.1
San Antonio,26.7
San Jose,14.8
San Diego,13.4
Houston,16.2
San Diego,29.5
Phoenix,32.8
Chicago,22.0
New York,11.8
New York,4.5
New York,0.9
Houston,7.7
San Jose,18.1
Dallas,31.7
New York,23.1
New York,27.0
San Diego,21.0
San Antonio,34.8
Phoenix,33.1
San Jose,6.6
San Antonio,32.0
San Antonio,26.9
Los Angeles,16.8
Chicago,-4.4
San Jose,26.4
New York,5.5
San Diego,10.8
Chicago,-8.5
San Diego,15.4
San Diego,14.4
San Antonio,31.4
Chicago,-7.0
Dallas,21.4
Philadelphia,7.5
Chicago,1.6
San Antonio,12.5
New York,15.7
San Jose,12.4
Philadelphia,4.3
Dallas,21.4
Dallas,5.5
Philadelphia,13.0
Dallas,16.2
Chicago,24.9
New York,-4.4
Houston,29.3
San Jose,7.7
Los Angeles,28.7
New York,22.1
San Diego,13.5
Houston,5.7
Chicago,-7.4
San Antonio,27.1
New York,-3.7
Dallas,21.4
Philadelphia,10.5
Los Angeles,14.8
San Jose,27.4
San Diego,19.3
Los Angeles,23.6
Dallas,1.8
Philadelphia,14.1
Phoenix,29.3
San Jose,26.8
New York,5.5
San Jose,12.9
Dallas,3.6
New York,15.0
San Diego,14.5
San Jose,23.3
Dallas,2.0
Dallas,19.2
San Jose,9.6
Houston,29.3
Dallas,26.2
New York,-3.6
San Antonio,10.9
Phoenix,16.8
San Diego,16.8
Chicago,11.0
Chicago,12.2
Philadelphia,27.5
San Diego,11.5
Philadelphia,13.5
Phoenix,26.1
San Jose,11.0
San Diego,23.5
Los Angeles,28.1
Phoenix,39.5
San Diego,10.9
Dallas,5.2
Chicago,14.4
New York,13.2
Philadelphia,10.9
Dallas,9.9
Houston,19.0
Los Angeles,19.1
Philadelphia,21.1
Houston,34.3
New York,1.3
San Jose,15.8
San Diego,19.3
Los Angeles,28.3
San Diego,19.8
Los Angeles,14.0
Chicago,10.6
San Diego,28.5
San Jose,17.2
Philadelphia,26.3
San Jose,16.0
Phoenix,32.5
Philadelphia,5.4
Houston,5.2
Phoenix,39.3
Houston,6.8
San Diego,21.2
Chicago,23.7
Los Angeles,28.6
San Diego,13.0
New York,0.1
San Diego,27.9
Houston,10.2
New York,12.6
Los Angeles,24.5
San Diego,25.3
Houston,16.0
New York,25.0
Philadelphia,18.6
Houston,18.8
Philadelphia,9.4
Los Angeles,33.5
Houston,31.4
New York,26.4
San Diego,24.7
Philadelphia,8.3
Phoenix,15.6
Houston,20.6
Chicago,-7.9
Phoenix,19.8
Dallas,0.1
San Jose,8.2
Chicago,-6.6
Phoenix,25.9
Houston,5.0
Phoenix,36.4
New York,0.4
San Diego,13.6
Philadelphia,0.6
San Jose,27.5
Los Angeles,11.6
San Jose,6.5
Los Angeles,24.1
Phoenix,34.4
San Diego,19.4
Houston,16.2
Chicago,16.0
Chicago,4.5
Dallas,20.7
New York,27.2
San Jose,26.7
Chicago,24.4
Philadelphia,12.7
Chicago,0.6
Los Angeles,25.5
Chicago,14.3
Phoenix,27.9
Philadelphia,5.0
San Diego,23.3
Phoenix,28.0
Houston,10.0
Phoenix,33.6
New York,27.3
Houston,8.5
San Diego,23.5
Los Angeles,22.0
Los Angeles,25.8
Phoenix,37.5
Chicago,11.2
Houston,32.7
Houston,32.7
Los Angeles,29.6
Chicago,-9.5
San Antonio,31.3
San Antonio,19.3
Chicago,17.2
Chicago,2.2
Chicago,20.5
Dallas,1.2
Houston,14.0
New York,1.4
Houston,32.4
San Jose,21.2
Philadelphia,27.8
San Jose,19.2
San Antonio,22.6
San Antonio,30.1
Dallas,9.0
San Diego,18.3
Philadelphia,26.8
San Diego,24.3
San Antonio,26.2
Phoenix,39.5
Los Angeles,29.7
Dallas,28.6
San Jose,13.0
Chicago,21.5
Philadelphia,2.2
Los Angeles,26.4
Dallas,16.5
New York,0.1
San Diego,14.1
Phoenix,23.2
San Jose,20.2
Los Angeles,32.2
Phoenix,38.8
New York,23.2
Chicago,24.2
Houston,34.8
New York,28.6
New York,7.2
San Diego,12.5
San Jose,21.9
San Jose,15.4
Philadelphia,16.4
Phoenix,16.9
San Antonio,26.3
Chicago,17.6
Dallas,14.7
Los Angeles,10.5
New York,3.8
New York,6.7
Philadelphia,27.5
Chicago,-2.6
Philadelphia,10.8
Dallas,19.1
Philadelphia,27.3
New York,2.2
San Diego,12.5
New York,-2.8
Phoenix,39.0
San Jose,27.4
San Antonio,31.7
Dallas,25.8
Dallas,27.7
San Jose,21.6
San Antonio,18.8
Philadelphia,12.4
Los Angeles,13.1
Phoenix,30.0
Houston,33.4
Philadelphia,4.3
San Jose,28.3
San Antonio,17.3
Houston,15.5
New York,27.2
Chicago,11.8
Los Angeles,14.0
San Antonio,21.5
Chicago,4.0
Phoenix,32.2
Chicago,-5.6
New York,18.8
Philadelphia,21.5
Philadelphia,29.2
Chicago,16.6
San Antonio,19.5
Phoenix,22.3
San Diego,15.3
Dallas,9.3
San Antonio,26.4
San Jose,26.3
San Diego,26.1
Los Angeles,21.8
Philadelphia,27.5
Philadelphia,13.8
Dallas,23.9
San Diego,26.6
San Diego,17.0
Dallas,9.0
Chicago,22.2
San Jose,24.0
Houston,15.4
Los Angeles,27.2
Chicago,0.4
Chicago,9.7
Los Angeles,28.7
San Jose,14.4
Houston,26.3
San Antonio,22.0
San Jose,15.3
Chicago,7.9
Los Angeles,17.8
Philadelphia,1.3
Dallas,16.6
San Antonio,17.7
Chicago,12.8
Los Angeles,32.5
San Jose,10.9
Los Angeles,10.6
Dallas,18.5
New York,28.4
Los Angeles,27.1
Chicago,-7.4
San Antonio,25.4
Los Angeles,13.9
San Jose,18.0
Chicago,-9.1
New York,18.0
Los Angeles,13.0
Phoenix,26.0
Los Angeles,21.2
San Jose,26.1
San Antonio,15.3
Phoenix,16.6
San Antonio,27.6
San Diego,23.6
Los Angeles,23.3
Los Angeles,14.0
Chicago,-1.0
Philadelphia,12.0
Phoenix,39.2
San Diego,28.1
Houston,28.9
Phoenix,38.6
Houston,26.0
Houston,22.7
Dallas,5.9
San Jose,10.0
New York,28.1
Los Angeles,29.7
New York,6.1
Houston,30.5
Philadelphia,20.1
Dallas,16.1
Dallas,7.2
San Diego,12.0
Houston,34.5
San Diego,27.4
Chicago,8.2
New York,5.8
San Antonio,19.2
Dallas,1.1
San Antonio,14.4
Dallas,19.4
Houston,6.9
Houston,15.8
San Diego,10.3
San Jose,8.7
Chicago,-6.0
Chicago,22.9
New York,-0.2
Phoenix,17.8
San Antonio,34.6
San Diego,20.4
Phoenix,26.1
San Diego,15.6
Houston,6.1
New York,18.0
Phoenix,29.6
San Antonio,15.9
San Diego,10.2
San Diego,27.3
San Jose,16.9
New York,25.9
San Jose,9.6
Chicago,15.6
Dallas,3.8
San Antonio,21.4
San Diego,25.4
San Jose,11.1
Dallas,9.8
San Diego,25.2
Houston,8.7
New York,26.7
San Jose,5.5
San Antonio,16.0
San Diego,15.5
San Antonio,13.0
Chicago,-6.4
Philadelphia,14.7
San Jose,16.0
Chicago,-5.5
Los Angeles,25.0
